name,adset_name,campaign_name,event_date,sum,revenue
,,DPA_APP_AFCart_abondaners_iOS,2024-02-03 00:00:00,69393.82,189865.6055026810
,,DPA_AppUpSellFootwear_Pur,2024-02-01 00:00:00,15054.91,47055.08005092770
,,DPA_AppUpSellFootwear_Pur,2024-01-31 00:00:00,15008.76,41698.7407508411
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate_iOS_LC,2024-02-01 00:00:00,150702.22,405973.63426670500
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate_iOS_LC,2024-01-31 00:00:00,100204.96,191080.83835433700
,,DPA_gt-All_t-AppUpsellKids_ds-Lockdown,2024-02-01 00:00:00,131433.2,84610.97429886420
,,DPA_App_ASC_NonMetro_Pur Campaign,2024-01-28 00:00:00,81853.47,59943.51738174650
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2,2024-02-03 00:00:00,9709.39,23252.829327783300
,,DPA_gt-All_t-EB0AppA2C_ds-Lockdown,2024-02-03 00:00:00,77244.12,155898.7617707520
,,DPA_AppBBSBuyers_Clearance_Pur,2024-01-31 00:00:00,60112.81,167871.73166477800
,,DPA_gt-All_t-iOS_VC_Last90days,2024-02-02 00:00:00,451897.06,800842.7793573360
,,DPA_AppBBSBuyers_Clearance_Pur,2024-01-29 00:00:00,60953.43,220784.2905292140
,,DPA_AppUpsellNew_Pur,2024-02-01 00:00:00,180369.31,806677.750266409
,,NDPA_NS_LABBSBuyers_Clearance_Pur,2024-02-03 00:00:00,125441.2,218684.68033031700
,,NDPA_NS_LABuyers_ROI_HunterF_18-65_OBJ-Pur,2024-02-03 00:00:00,19550.79,24086.442314039800
,,BI_gt-All_t-AAA_feed_ds-Value,2024-01-27 00:00:00,11262.55,9697.959458293900
,,BI_gt-All_t-AAA_ds-Lockdown_Duplicate,2024-01-29 00:00:00,12060.1,39510.401802308800
,,DPA_gt-All_t-EB0AppVisitorTraffic_ds-Lockdown_BidCap,2024-01-31 00:00:00,10024.15,24494.508628526300
,,BI_gt-All_t-AAA_feed_ds-Value,2024-01-28 00:00:00,12336.97,14903.053990358500
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate,2024-02-01 00:00:00,9988.09,34501.321230207300
,,DPA_AppBBSBuyers_BlackFriday_Pur_Andr,2024-02-03 00:00:00,145728.98,148218.30244602300
,,DPA_App_ASC_NonMetro_Pur Campaign,2024-01-27 00:00:00,77197.71,229812.1245687010
,,DPA_gt-All_t-AppCrossSellKids_ds-Lockdown_D_CBO,2024-01-31 00:00:00,80266.44,228422.26532496600
,,NDPA_NS_LAWinterwearBuyer_Pur,2024-02-03 00:00:00,125882.99,484129.0851262950
,,DPA_AppBBSBuyers_Clearance_Pur,2024-02-02 00:00:00,91180.63,51621.49862449370
,,DPA_APP_AFCart_abondaners_iOS,2024-01-29 00:00:00,30297.68,139002.01915129400
,,DPA_gt-All_t-AppCABuyersList_ds-Lockdown_Duplicate_BidCap,2024-02-02 00:00:00,304335.45,1124524.0179081500
,,NDPA_NS_LAiOSPurchsedGT5000_180D_LC,2024-01-28 00:00:00,20696.13,27810.523822615500
,,DPA_gt-F_t-AppVisitors_ds-Lockdown,2024-02-01 00:00:00,10035.9,11899.910920323400
,,DPA_gt-All_t-AppCrossSellKids_ds-Lockdown_D_CBO,2024-01-28 00:00:00,133935.61,319389.7715911340
,,NDPA_gt-ALL_t-LA0to10LIFETIMEBUYERS_ds-Lockdown_Duplicate,2024-02-03 00:00:00,9729.14,41332.640813405400
,,DPA_gt-All_t-AppCABuyersList_ds-Lockdown_Duplicate_BidCap,2024-02-01 00:00:00,304127.08,1329317.1683307000
,,DPA_App_ASC_NonMetro_Pur Campaign,2024-01-29 00:00:00,61050.45,171764.26662992200
,,DPA_AppUpSellFootwear_Pur,2024-01-29 00:00:00,15223.81,67855.31663987240
,,BI_gt-All_t-AAA_ds-Lockdown_Duplicate,2024-01-28 00:00:00,12037.12,3927.588824240370
,,DPA_AppUpsellNew_Pur,2024-01-31 00:00:00,149635.12,70309.30779522940
,,DPA_APP_AFCart_abondaners_Android,2024-01-30 00:00:00,71249.4,335123.9668082260
,,DPA_AppTrendsBrand_Pur,2024-02-01 00:00:00,121320.48,490665.30894927200
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2_iOS_LC,2024-01-31 00:00:00,99967.44,247582.4883156390
,,NDPA_gt-All_t-LA0RRLAudience_ds-Lockdown,2024-01-28 00:00:00,10224.9,40280.691407960500
,,NDPA_NS_LABuyers_ROIHunter_Discounted Bestsellers_Pur,2024-02-03 00:00:00,49306.92,242350.7628410080
,,NDPA_NS_ASC_80%Exis_Obj_Pur Campaign,2024-01-28 00:00:00,185418.23,746997.107487982
,,DPA_gt-All_t-iOS_VC_Last90days,2024-01-31 00:00:00,348466.93,1522149.5877696500
,,NDPA_NS_LAInstalledPurchsed_30D_Pur,2024-02-01 00:00:00,120916.94,480434.3167991870
,,NDPA_NS_LABBSBuyers_Clearance_Pur,2024-01-29 00:00:00,107176.78,119218.67575241400
,,NDPA_NS_LapsedBuyers_ROIHunter_Discounted Bestseller_Pur,2024-01-29 00:00:00,43580.65,188514.50650176000
,,DPA_App_AFBigSaleBuyers_Partywear_Pur,2024-01-31 00:00:00,49931.72,62027.92025818670
,,DPA_gt-F_t-AppA2C_ds-Lockdown,2024-01-28 00:00:00,81707.51,376733.7341719760
,,NDPA_NS_Buyer_Lookalike_F_0-5_OBJ-Pur_Duplicate,2024-01-29 00:00:00,20155.3,50690.480808458700
,,DPA_AppUpSellFootwear_Pur,2024-02-03 00:00:00,14307.08,51067.38611120060
,,NDPA_NS_LAEthnicBuyer_Pur,2024-01-31 00:00:00,70109.12,189390.35822621400
,,NDPA_NS_ASC_80%Exis_Obj_Pur Campaign,2024-01-31 00:00:00,151426.32,114163.02963869600
,,DPA_AppCrossSell_NewArrival_Pur,2024-01-31 00:00:00,100009.87,170417.697436684
,,DPA_gt-All_t-AppCrosssellTraffic_ds-Lockdown,2024-01-29 00:00:00,10193.33,51484.633490618400
,,NDPA_NS_LABuyers_ROI_HunterF_18-65_OBJ-Pur,2024-01-31 00:00:00,20061.52,99097.0390962703
,,DPA_gt-All_t-AppCABuyersList_ds-Lockdown_Duplicate_BidCap,2024-01-31 00:00:00,200740.9,370919.6673027020
,,DPA_AppUpSell_Promoted_Pur,2024-01-31 00:00:00,250149.09,1278636.287262030
,,DPA_AppBBSBuyers_Clearance_Pur,2024-01-30 00:00:00,60973.1,267274.90571084100
,,NDPA_NS_LABuyers_ROIHunter_Discounted Bestsellers_Pur,2024-01-29 00:00:00,50265.4,163390.50753141800
,,DPA_gt-All_t-EB0AppVisitor_ds-Lockdown,2024-01-31 00:00:00,78730.89,38875.50886928350
,,DPA_gt-All_t-AppUpsell_ds-Lockdown,2024-01-29 00:00:00,213387.59,992984.2537084170
,,DPA_gt-All_t-EB0AppVisitorTraffic_ds-Lockdown_BidCap,2024-01-30 00:00:00,10104.34,30232.57298476660
,,DPA_gt-All_t-AppUpsellKids_ds-Lockdown,2024-01-27 00:00:00,96384.02,433169.2770007870
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2_iOS_LC,2024-01-29 00:00:00,101265.55,438457.1619427890
,,DPA_APP_AFCart_abondaners_Android,2024-01-29 00:00:00,73284.38,316801.3679159270
,,NDPA_NS_LAInstalledPurchsed_30D_Pur,2024-01-27 00:00:00,146512.11,537955.4849864300
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2_iOS_LC,2024-02-03 00:00:00,146652.71,250388.19864815400
,,DPA_gt-All_t-AppUpsell_ds-Lockdown,2024-02-02 00:00:00,283366.03,545039.2460882990
,,NDPA_NS_LAInstallednotPurchsed_15D_Pur,2024-02-01 00:00:00,100489.61,179847.79796781300
,,DPA_gt-All_t-iOS_VC_Last90days,2024-01-30 00:00:00,350663.84,139146.83744123300
,,DPA_AppUpSell_Discounted_Pur,2024-01-28 00:00:00,81234.48,252919.26603403400
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown_BidCap_3,2024-02-02 00:00:00,80473.55,295734.9890364650
,,DPA_AppCrossSell_NewArrival_Pur,2024-01-28 00:00:00,131787.8,582982.3378488850
,,NDPA_NS_LAEthnicBuyer_Pur,2024-01-30 00:00:00,70834.03,69198.63380805770
,,NDPA_gt-All_t-LA0RRLAudience_ds-Lockdown,2024-01-29 00:00:00,10178.54,29803.45481979150
,,DPA_AppTrendsBrand_Pur,2024-01-28 00:00:00,82221.85,27846.432625356000
,,DPA_gt-F_t-AppVisitors_ds-Lockdown,2024-01-27 00:00:00,9409.71,7144.260735416630
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2_iOS_LC,2024-01-30 00:00:00,101047.62,56769.47926452730
,,DPA_gt-All_t-EB0AppA2C_ds-Lockdown,2024-01-27 00:00:00,77259.8,293866.1350058800
,,NDPA_NS_LABuyers_ROIHunter_Discounted Bestsellers_Pur,2024-01-31 00:00:00,49983.8,34562.17410915310
,,DPA_gt-All_t-AppCABuyersList_ds-Lockdown_Duplicate_BidCap,2024-02-03 00:00:00,289926.53,1090130.831800800
,,DPA_APP_AFRecent_Inactive_HLTV_Android,2024-01-30 00:00:00,71548.53,107718.65903670100
,,NDPA_NS_Buyer_Lookalike_F_0-5_OBJ-Pur_Duplicate,2024-02-01 00:00:00,19947.06,90535.92129980900
,,BI_gt-All_t-AAA_feed_ds-Value,2024-01-31 00:00:00,12039.66,50891.77650783590
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate_iOS_LC,2024-02-02 00:00:00,151159.99,744572.8521499360
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown_BidCap_3,2024-01-31 00:00:00,173671.18,793334.029076944
,,NDPA_NS_LAInstalledPurchsed_30D_Pur,2024-02-02 00:00:00,121451.2,583864.9073715800
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate_iOS_LC,2024-01-30 00:00:00,100795.18,448255.7412563670
,,NDPA_NS_LA_NikePumaAdidasBuyerL90D_Pur,2024-02-03 00:00:00,48955.01,178617.51269619800
,,DPA_AppUpSell_Discounted_Pur,2024-01-31 00:00:00,50007.08,56120.261221440100
,,DPA_AppUpSellKidsTshirt299_Pur,2024-01-28 00:00:00,10444.76,16838.82408057440
,,DPA_gt-All_t-iOS_VC_Last90days,2024-01-27 00:00:00,394167.89,523194.63699651200
,,BI_gt-All_t-AAA_ds-Lockdown_Duplicate,2024-02-02 00:00:00,25106.35,80715.55284855890
,,DPA_AppCrossSell_NewArrival_Pur,2024-02-01 00:00:00,130835.1,357464.07006179700
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate,2024-02-03 00:00:00,9749.85,43752.058602680700
,,DPA_AppUpsellNew_Pur,2024-01-28 00:00:00,181454.98,889278.2387573050
,,DPA_gt-All_t-iOS_VC_Last90days,2024-01-28 00:00:00,400305.39,902777.7858812900
,,NDPA_NS_ASC_100%New_Obj_Pur,2024-01-31 00:00:00,100525.12,275977.617442764
,,DPA_gt-All_t-iOS_VC_Last90days,2024-02-03 00:00:00,445598.32,2224347.7797777300
,,DPA_AppCrossSell_NewArrival_Pur,2024-02-02 00:00:00,130869.79,213849.4942379270
,,DPA_gt-F_t-AppA2C_ds-Lockdown,2024-02-01 00:00:00,80412.88,331844.4118190690
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown_BidCap_3,2024-01-30 00:00:00,216402.22,300316.3584021820
,,DPA_AppUpSell_Discounted_Pur,2024-01-30 00:00:00,50504.36,181362.698844604
,,NDPA_gt-ALL_t-LA0to10LIFETIMEBUYERS_ds-Lockdown_Duplicate,2024-01-29 00:00:00,10104.17,15406.904026627200
,,DPA_gt-All_t-AppCrosssellTraffic_ds-Lockdown,2024-02-03 00:00:00,9266.47,42328.17151291800
,,DPA_AppUpSellKidsTshirt299_Pur,2024-01-31 00:00:00,10068.81,30323.13670476090
,,NDPA_NS_LAInstalledPurchsed_30D_Pur,2024-01-30 00:00:00,100950.28,120932.82184726200
,,DPA_AppCrossSell_NewArrival_Pur,2024-01-29 00:00:00,100783.62,139440.61201552200
,,NDPA_NS_LAEthnicBuyer_Pur,2024-02-03 00:00:00,117447.21,315344.10550075800
,,NDPA_NS_ASC_100%New_Obj_Pur,2024-01-27 00:00:00,93722.79,463360.08956124200
,,DPA_gt-All_t-EB0AppVisitorTraffic_ds-Lockdown_BidCap,2024-02-02 00:00:00,9967.98,40040.33144490330
,,DPA_gt-All_t-EB0AppVisitor_ds-Lockdown,2024-01-29 00:00:00,81612.14,216944.10914467900
,,NDPA_gt-ALL_t-LA0to10LIFETIMEBUYERS_ds-Lockdown_Duplicate,2024-01-31 00:00:00,10000.83,19311.34690961890
,,DPA_AppUpSell_Discounted_Pur,2024-02-02 00:00:00,80629.63,238069.20848229800
,,DPA_AppUpSell_Promoted_Pur,2024-02-02 00:00:00,302254.82,1183061.5121654600
,,DPA_APP_AFCart_abondaners_iOS,2024-02-01 00:00:00,68056.11,278069.767747678
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown_BidCap_3,2024-01-29 00:00:00,285430.73,533087.4321623570
,,NDPA_NS_LAInstalledPurchsed_30D_Pur,2024-01-31 00:00:00,100253.52,379234.2902956670
,,NDPA_NS_LAInstalledPurchsed_30D_Pur,2024-01-29 00:00:00,107353.86,373238.52161972100
,,DPA_AppBBSBuyers_Clearance_Pur,2024-02-03 00:00:00,87259.39,430356.2155318640
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown_BidCap_2_LC_iOS,2024-01-27 00:00:00,19293.24,92541.75738772720
,,NDPA_NS_ASC_80%Exis_Obj_Pur Campaign,2024-01-30 00:00:00,153613.98,631693.484935081
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate,2024-01-29 00:00:00,10089.43,38274.74270681360
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2,2024-01-27 00:00:00,9690.34,15731.794552276500
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate,2024-01-27 00:00:00,9697.21,42527.00327127400
,,DPA_App_ASC_NonMetro_Pur Campaign,2024-01-31 00:00:00,60349.07,142700.68208054600
,,DPA_AppUpSellKidsTshirt299_Pur,2024-01-27 00:00:00,9101.23,14696.241207579500
,,DPA_gt-All_t-AppUpsellKids_ds-Lockdown,2024-02-02 00:00:00,131688.52,283822.823864498
,,DPA_AppUpSellKidsTshirt299_Pur,2024-01-29 00:00:00,10194.66,44214.760069462100
,,NDPA_NS_LAInstalledPurchsed_30D_Pur,2024-01-28 00:00:00,151829.33,154532.86792372900
,,NDPA_NS_LapsedBuyers_ROIHunter_Discounted Bestseller_Pur,2024-01-30 00:00:00,40560.94,101522.58712053000
,,DPA_AppUpSellFootwear_Pur,2024-02-02 00:00:00,14897.4,39891.99570790190
,,DPA_gt-F_t-AppA2C_ds-Lockdown,2024-01-30 00:00:00,50440.7,24055.107566982700
,,DPA_gt-All_t-AppUpsellKids_ds-Lockdown,2024-02-03 00:00:00,124977.31,155638.26290405100
,,DPA_APP_AFCart_abondaners_Android,2024-01-31 00:00:00,70348.16,301980.32283014300
,,DPA_gt-All_t-AppCrossSellKids_ds-Lockdown_D_CBO,2024-02-01 00:00:00,152171.16,656176.0784767950
,,NDPA_gt-All_t-LA0RRLAudience_ds-Lockdown,2024-02-02 00:00:00,9981.48,17090.128857333800
,,DPA_APPAFInstalled_notactive_And30D,2024-01-29 00:00:00,51900.68,234861.5841854720
,,NDPA_NS_LAWinterwearBuyer_Pur,2024-01-27 00:00:00,125319.35,504690.32989145400
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown_BidCap_2_LC_iOS,2024-02-01 00:00:00,19972.17,46300.17277490970
,,DPA_gt-M_t-AppA2C_ds-Lockdown_D_CBO,2024-01-31 00:00:00,50173.37,196395.5980157590
,,DPA_gt-All_t-AppCrossSellKids_ds-Lockdown_D_CBO,2024-02-03 00:00:00,144416.4,713799.8931256610
,,DPA_AppUpSellKidsTshirt299_Pur,2024-02-02 00:00:00,9800.6,24663.598356583100
,,DPA_App_AFBigSaleBuyers_Partywear_Pur,2024-01-28 00:00:00,81383.83,118125.02295834100
,,DPA_APP_AFCart_abondaners_Android,2024-01-27 00:00:00,96888.56,469753.5942895710
,,NDPA_NS_ASC_100%New_Obj_Pur,2024-02-03 00:00:00,93876.21,301878.7795393570
,,NDPA_NS_LAInstallednotPurchsed_15D_Pur,2024-01-30 00:00:00,81099.26,65557.84999427370
,,NDPA_gt-ALL_t-LA0to10LIFETIMEBUYERS_ds-Lockdown_Duplicate,2024-01-28 00:00:00,10121.21,31028.62902168590
,,DPA_gt-M_t-AppA2C_ds-Lockdown_D_CBO,2024-02-03 00:00:00,78125.97,212306.9981947670
,,DPA_AppUpSell_Discounted_Pur,2024-01-29 00:00:00,51940.15,230196.91385047700
,,NDPA_NS_Buyer_Lookalike_M_0-5_OBJ-Pur_Duplicate,2024-01-30 00:00:00,20263.86,58013.997840895800
,,DPA_APP_AFCart_abondaners_Android,2024-02-02 00:00:00,101229.18,155145.32619945200
,,DPA_AppUpSell_Promoted_Pur,2024-01-29 00:00:00,254549.64,906945.7573904350
,,DPA_gt-All_t-AppCrosssellTraffic_ds-Lockdown,2024-02-02 00:00:00,9939.51,29026.386651769900
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2,2024-01-31 00:00:00,10012.95,14273.07272287470
,,DPA_gt-All_t-EB0AppVisitor_ds-Lockdown,2024-01-30 00:00:00,79041.49,242678.51617706500
,,NDPA_gt-ALL_t-LA0to10LIFETIMEBUYERS_ds-Lockdown_Duplicate,2024-02-02 00:00:00,9988.48,42625.92141110560
,,NDPA_NS_LABBSBuyers_Clearance_Pur,2024-02-01 00:00:00,132899.87,58207.46475668260
,,DPA_gt-All_t-AppCrossSellKids_ds-Lockdown_D_CBO,2024-01-27 00:00:00,125550.2,420168.8128178000
,,DPA_gt-F_t-AppA2C_ds-Lockdown,2024-01-29 00:00:00,52708.03,104798.32728583
,,DPA_AppUpSellFootwear_Pur,2024-01-30 00:00:00,15173.41,25998.45328593840
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2_iOS_LC,2024-01-27 00:00:00,95302.97,209281.11186605700
,,DPA_gt-All_t-EB0AppA2C_ds-Lockdown,2024-01-30 00:00:00,60798.22,118663.3974535400
,,NDPA_NS_LA_NikePumaAdidasBuyerL90D_Pur,2024-01-27 00:00:00,48899.02,211204.63395166700
,,NDPA_NS_Buyer_Lookalike_M_0-5_OBJ-Pur_Duplicate,2024-02-03 00:00:00,19046.48,30990.590959717900
,,NDPA_NS_LAEthnicBuyer_Pur,2024-02-01 00:00:00,120262.83,461890.4782698320
,,DPA_APPAFInstalled_notactive_And30D,2024-02-02 00:00:00,81379.05,61380.20613382770
,,NDPA_gt-ALL_t-LA0to10LIFETIMEBUYERS_ds-Lockdown_Duplicate,2024-01-30 00:00:00,10066.59,49272.49076150800
,,NDPA_NS_LABuyers_ROI_HunterF_18-65_OBJ-Pur,2024-01-28 00:00:00,20161.66,66642.4345121458
,,DPA_AppUpSell_Discounted_Pur,2024-01-27 00:00:00,77657.51,288343.3650151620
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown_BidCap_2_LC_iOS,2024-02-02 00:00:00,20038.91,34854.58768631790
,,DPA_AppUpSellKidsTshirt299_Pur,2024-01-30 00:00:00,10223.12,23412.696420018100
,,DPA_APP_AFCart_abondaners_Android,2024-02-01 00:00:00,100827.02,139212.9843698330
,,NDPA_NS_LAiOSPurchsedGT5000_180D_LC,2024-01-29 00:00:00,20535.82,98645.29107004180
,,NDPA_NS_Buyers_Lapsed_F_18-65_OBJ-VC_Duplicate_D2,2024-02-02 00:00:00,9954.86,26452.47550911290
,,NDPA_NS_LABuyers_ROIHunter_Discounted Bestsellers_Pur,2024-02-02 00:00:00,50085.3,167519.00826732600
,,DPA_gt-All_t-EB0AppVisitorTraffic_ds-Lockdown_BidCap,2024-01-27 00:00:00,9548.63,36724.78907511170
,,BI_gt-All_t-AAA_feed_ds-Value,2024-02-02 00:00:00,25297.11,52926.934950393200
,,NDPA_NS_LapsedBuyers_ROIHunter_Discounted Bestseller_Pur,2024-02-02 00:00:00,60809.22,229715.66099798500
,,NDPA_NS_Buyers_Lapsed_M_18-65_OBJ-VC_Duplicate,2024-01-31 00:00:00,10026.2,35739.64604421740
,,DPA_gt-All_t-AppUpsellKids_ds-Lockdown,2024-01-30 00:00:00,71264.37,264240.99927929000
,,NDPA_NS_Buyer_Lookalike_F_0-5_OBJ-Pur_Duplicate,2024-01-30 00:00:00,20171.48,53710.147645822000
,,DPA_gt-All_t-AppCrosssell_ds-Lockdown,2024-01-30 00:00:00,416186.48,894530.6264678500
FBA_gt-Kids_CA0AllTimeBuyers_Dup_Gen_CPI_Set_4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-01 00:00:00,2627.13,3605.787154494537
StreetStyle,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-27 00:00:00,4703.41,20142.046852290343
AJIOMANIA,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-02 00:00:00,26948.99,87259.59417236745
StreetStyle,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-02-02 00:00:00,4983.54,12189.469993672874
Ajiogram,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-29 00:00:00,10065.49,48907.3693614855
NV_gt-M_t-VIEW0RBL0Upsell_td-0to45D_a-1845_bk-RBL_dt-300422_ds-reg_bs-CPT,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-02-02 00:00:00,29929.41,15893.470027075995
StreetStyle,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-02-03 00:00:00,4714.57,20771.472490620465
FBA_gt-M_CA0AllTimeBuyers_Dup_Gen_CPI_Set_4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-01-29 00:00:00,5343.66,27347.283089921748
NV_gt-M_t-VIEW0RBL0Upsell_td-0to45D_a-1845_bk-RBL_dt-270422_ds-4Ever_bs-CPT,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-28 00:00:00,6675.28,30595.354047590015
NV_gt-M_t-VIEW0RBL0Upsell_td-0to45D_a-1845_bk-RBL_dt-270422_ds-Fashionashion_bs-CPT,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-30 00:00:00,30549.29,128731.86845085729
FBA_gt-M_CA0AllTimeBuyers_Dup_Gen_CPI_Set_4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-02 00:00:00,9188.54,19366.37566997576
NV_gt-M_t-VIEW0RBL0Upsell_td-0to45D_a-1845_bk-RBL_dt-270422_ds-4Ever_bs-CPT,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-27 00:00:00,7650.08,10840.961392232988
4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-01-29 00:00:00,151894.89,584624.1624583071
FBA_gt-All_t-AAA_dt-NA_a-NA_bk-MIX_ad-F_os-a_dt-040621_ds-NA_bs-CPI_ps-AllProducts_Duplicate,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-01-30 00:00:00,15083.87,26712.183567877335
NV_gt-M_t-VIEW0RBL0Upsell_td-0to45D_a-1845_bk-RBL_dt-270422_ds-4Ever_bs-CPT,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-02-03 00:00:00,17123.85,19695.2134860993
FBA_gt-F_CA0AllTimeBuyers_Dup_Gen_CPI_Set_4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-01-31 00:00:00,6070.48,24879.456621304496
4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-01 00:00:00,251317.07,454731.1903620305
AJIOMANIA,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-01 00:00:00,14991.35,70702.01768790334
4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-01-31 00:00:00,150173.31,654715.8841591913
FBA_gt-M_CA0AllTimeBuyers_Dup_Gen_CPI_Set_4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-01-28 00:00:00,5333.65,23433.80784461628
NV_gt-M_t-VIEW0RBL0Upsell_td-0to45D_a-1845_bk-RBL_dt-270422_ds-Fashionashion_bs-CPT,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-28 00:00:00,39527.86,159147.23496829465
Ajiogram,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-31 00:00:00,10020.36,45633.84183285527
NV_gt-F_t-VIEW0RBL0Upsell_td-0to45D_a-1845_bk-RBL_dt-270422_ds-Fashionashion_bs-CPT,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-31 00:00:00,18010.99,75488.71910755664
Ajiogram,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-27 00:00:00,8744.29,28067.045438824964
FBA_gt-All_t-CA0AllTimeBuyers_Dup_Gen_CPI_Set_4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-03 00:00:00,27926.18,48274.32901134361
FBA_gt-All_t-AAA_dt-NA_a-NA_bk-MIX_ad-F_os-a_dt-040621_ds-NA_bs-CPI_ps-AllProducts_Duplicate,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-02 00:00:00,98404.18,451626.0433231153
FBA_gt-All_t-AAA_dt-NA_a-NA_bk-MIX_ad-F_os-a_dt-050422_ds-Value_bs-CPI_ps-NewYear,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-01 00:00:00,151147.21,658940.6458212993
FBA_gt-Kids_CA0AllTimeBuyers_Dup_Gen_CPI_Set_4Ever,FBA_LA_HighLTV_AF_All_Pur,FBA_LA_HighLTV_AF_Pur,2024-02-02 00:00:00,2167.72,5600.769409465104
StreetStyle,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-01-28 00:00:00,5103.56,2494.2417688570335
Ajiogrm,NV_gt_All_Opentargeting_AjioGrm_VC_Video,NV_gt_All_Opentargeting_AjioGrm_VC_Video,2024-02-01 00:00:00,10043.03,33983.31311159386
